,trade_date,label_ko,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name
1247,2023-03-17,비유동자산,20201231,190748549438.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1248,2023-03-17,유동자산,20201231,249266295951.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1249,2023-03-17,자산총계,20201231,440014845389.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1250,2023-03-17,자본총계,20201231,170173402072.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1251,2023-03-17,비유동부채,20201231,59253404848.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1252,2023-03-17,유동부채,20201231,210588038469.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1253,2023-03-17,부채총계,20201231,269841443317.0,20230317000349.0,사업보고서 (2022.12),20230317.0,2023-03-17,41650.0,129642.0,상신브레이크
1254,2023-03-17,유동자산,20221231,67103491502.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1255,2023-03-17,비유동자산,20221231,107522645413.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1256,2023-03-17,자산총계,20221231,174626136915.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1257,2023-03-17,유동부채,20221231,88388630337.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1258,2023-03-17,비유동부채,20221231,37260614662.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1259,2023-03-17,부채총계,20221231,125649244999.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1260,2023-03-17,자본총계,20221231,48976891916.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1261,2023-03-17,유동자산,20211231,69790935120.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1262,2023-03-17,비유동자산,20211231,126676085854.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1263,2023-03-17,자산총계,20211231,196467020974.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1264,2023-03-17,유동부채,20211231,88881601053.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1265,2023-03-17,비유동부채,20211231,60292428873.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1266,2023-03-17,부채총계,20211231,149174029926.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1267,2023-03-17,자본총계,20211231,47292991048.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1268,2023-03-17,유동자산,20201231,46235198198.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1269,2023-03-17,비유동자산,20201231,145863521710.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1270,2023-03-17,자산총계,20201231,192098719908.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1271,2023-03-17,유동부채,20201231,89179115301.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1272,2023-03-17,비유동부채,20201231,31033122823.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1273,2023-03-17,부채총계,20201231,120212238124.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1274,2023-03-17,자본총계,20201231,71886481784.0,20230317000904.0,사업보고서 (2022.12),20230317.0,2023-03-17,27740.0,204208.0,마니커
1275,2023-03-18,,,,,,,,,,
1276,2023-03-19,,,,,,,,,,
1277,2023-03-20,유동자산,20221231,30927207710.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1278,2023-03-20,비유동자산,20221231,45318917199.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1279,2023-03-20,자산총계,20221231,76246124909.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1280,2023-03-20,유동부채,20221231,50790972728.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1281,2023-03-20,비유동부채,20221231,7584908635.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1282,2023-03-20,부채총계,20221231,58375881363.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1283,2023-03-20,자본총계,20221231,17870243546.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1284,2023-03-20,유동자산,20211231,33926678068.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1285,2023-03-20,비유동자산,20211231,45372567873.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1286,2023-03-20,자산총계,20211231,79299245941.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1287,2023-03-20,유동부채,20211231,55625237254.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1288,2023-03-20,비유동부채,20211231,4633953026.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1289,2023-03-20,부채총계,20211231,60259190280.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1290,2023-03-20,자본총계,20211231,19040055661.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1291,2023-03-20,유동자산,20201231,29764724941.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1292,2023-03-20,비유동자산,20201231,43471299548.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1293,2023-03-20,자산총계,20201231,73236024489.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1294,2023-03-20,유동부채,20201231,44660686387.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1295,2023-03-20,비유동부채,20201231,4588013361.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1296,2023-03-20,부채총계,20201231,49248699748.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1297,2023-03-20,자본총계,20201231,23987324741.0,20230320000316.0,사업보고서 (2022.12),20230320.0,2023-03-20,71950.0,210856.0,코아스
1298,2023-03-20,유동자산,20221231,490120687958.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1299,2023-03-20,비유동자산,20221231,249544900615.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1300,2023-03-20,자산총계,20221231,739665588573.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1301,2023-03-20,유동부채,20221231,596874064052.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1302,2023-03-20,비유동부채,20221231,56679530800.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1303,2023-03-20,부채총계,20221231,653553594852.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1304,2023-03-20,자본총계,20221231,86111993721.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1305,2023-03-20,부채와자본총계,20221231,739665588573.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1306,2023-03-20,유동자산,20211231,426139981659.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1307,2023-03-20,비유동자산,20211231,272961631079.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1308,2023-03-20,자산총계,20211231,699101612738.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1309,2023-03-20,유동부채,20211231,567801715965.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1310,2023-03-20,비유동부채,20211231,45656602145.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1311,2023-03-20,부채총계,20211231,613458318110.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1312,2023-03-20,자본총계,20211231,85643294628.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1313,2023-03-20,부채와자본총계,20211231,699101612738.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1314,2023-03-20,유동자산,20201231,471256282548.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1315,2023-03-20,비유동자산,20201231,279290602874.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1316,2023-03-20,자산총계,20201231,750575298187.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1317,2023-03-20,유동부채,20201231,573233859960.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1318,2023-03-20,비유동부채,20201231,90523574254.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1319,2023-03-20,부채총계,20201231,663757434214.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1320,2023-03-20,자본총계,20201231,86817863973.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1321,2023-03-20,부채와자본총계,20201231,750575298187.0,20230320000425.0,사업보고서 (2022.12),20230320.0,2023-03-20,9310.0,153621.0,참엔지니어링
1322,2023-03-20,유동자산,20221231,75437247350.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1323,2023-03-20,비유동자산,20221231,58972262286.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1324,2023-03-20,자산총계,20221231,134409509636.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1325,2023-03-20,유동부채,20221231,33854991978.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1326,2023-03-20,비유동부채,20221231,7188561941.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1327,2023-03-20,부채총계,20221231,41043553919.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1328,2023-03-20,자본총계,20221231,93365955717.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1329,2023-03-20,유동자산,20211231,70987742732.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1330,2023-03-20,비유동자산,20211231,47663625938.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1331,2023-03-20,자산총계,20211231,118651368670.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1332,2023-03-20,유동부채,20211231,29987592455.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1333,2023-03-20,비유동부채,20211231,4021501240.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1334,2023-03-20,부채총계,20211231,34009093695.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1335,2023-03-20,자본총계,20211231,84642274975.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1336,2023-03-20,유동자산,20201231,39735830316.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1337,2023-03-20,비유동자산,20201231,56021502773.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1338,2023-03-20,자산총계,20201231,95757333089.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1339,2023-03-20,유동부채,20201231,19308507593.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1340,2023-03-20,비유동부채,20201231,12373497570.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1341,2023-03-20,부채총계,20201231,31682005163.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1342,2023-03-20,자본총계,20201231,64075327926.0,20230320000617.0,사업보고서 (2022.12),20230320.0,2023-03-20,25560.0,197759.0,미래산업
1343,2023-03-20,유동자산,20221231,77923645859.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1344,2023-03-20,비유동자산,20221231,34494250766.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1345,2023-03-20,자산총계,20221231,112417896625.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1346,2023-03-20,유동부채,20221231,27715048317.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1347,2023-03-20,비유동부채,20221231,2355207349.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1348,2023-03-20,부채총계,20221231,30070255666.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1349,2023-03-20,자본총계,20221231,82347640959.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1350,2023-03-20,유동자산,20211231,73678457933.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1351,2023-03-20,비유동자산,20211231,20194798548.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1352,2023-03-20,자산총계,20211231,93873256481.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1353,2023-03-20,유동부채,20211231,3833076079.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1354,2023-03-20,비유동부채,20211231,658601726.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1355,2023-03-20,부채총계,20211231,4491677805.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1356,2023-03-20,자본총계,20211231,89381578676.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1357,2023-03-20,유동자산,20201231,66065331922.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1358,2023-03-20,비유동자산,20201231,41689420096.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1359,2023-03-20,자산총계,20201231,107754752018.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1360,2023-03-20,유동부채,20201231,5459743692.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1361,2023-03-20,비유동부채,20201231,1882926268.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1362,2023-03-20,부채총계,20201231,7342669960.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1363,2023-03-20,자본총계,20201231,100412082058.0,20230320001017.0,사업보고서 (2022.12),20230320.0,2023-03-20,2870.0,137368.0,신풍
1364,2023-03-20,유동자산,20221231,39622316569.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1365,2023-03-20,비유동자산,20221231,55082081640.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1366,2023-03-20,자산총계,20221231,94704398209.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1367,2023-03-20,유동부채,20221231,26687615012.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1368,2023-03-20,비유동부채,20221231,14819972342.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1369,2023-03-20,부채총계,20221231,41507587354.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1370,2023-03-20,자본총계,20221231,53196810855.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1371,2023-03-20,유동자산,20211231,27386415934.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1372,2023-03-20,비유동자산,20211231,52152208973.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1373,2023-03-20,자산총계,20211231,79538624907.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1374,2023-03-20,유동부채,20211231,22863435853.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1375,2023-03-20,비유동부채,20211231,8852061208.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1376,2023-03-20,부채총계,20211231,31715497061.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1377,2023-03-20,자본총계,20211231,47823127846.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1378,2023-03-20,유동자산,20201231,22488755227.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1379,2023-03-20,비유동자산,20201231,52605527622.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1380,2023-03-20,자산총계,20201231,75094282849.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1381,2023-03-20,유동부채,20201231,32608191783.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1382,2023-03-20,비유동부채,20201231,9763499585.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1383,2023-03-20,부채총계,20201231,42371691368.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1384,2023-03-20,자본총계,20201231,32722591481.0,20230320000388.0,사업보고서 (2022.12),20230320.0,2023-03-20,4920.0,127158.0,씨아이테크
1385,2023-03-20,유동자산,20221231,6267487666.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1386,2023-03-20,비유동자산,20221231,263980480718.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1387,2023-03-20,자산총계,20221231,270247968384.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1388,2023-03-20,유동부채,20221231,146861516004.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1389,2023-03-20,비유동부채,20221231,27745234253.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1390,2023-03-20,부채총계,20221231,174606750257.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1391,2023-03-20,자본총계,20221231,95641218127.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1392,2023-03-20,유동자산,20211231,9413831513.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1393,2023-03-20,비유동자산,20211231,239470801245.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1394,2023-03-20,자산총계,20211231,248884632758.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1395,2023-03-20,유동부채,20211231,105470161494.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1396,2023-03-20,비유동부채,20211231,55894230227.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1397,2023-03-20,부채총계,20211231,161364391721.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1398,2023-03-20,자본총계,20211231,87520241037.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1399,2023-03-20,유동자산,20201231,12290026967.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1400,2023-03-20,비유동자산,20201231,217172414037.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1401,2023-03-20,자산총계,20201231,229462441004.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1402,2023-03-20,유동부채,20201231,108101018780.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1403,2023-03-20,비유동부채,20201231,42725672070.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1404,2023-03-20,부채총계,20201231,150826690850.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1405,2023-03-20,자본총계,20201231,78635750154.0,20230320000933.0,사업보고서 (2022.12),20230320.0,2023-03-20,145270.0,861076.0,케이탑리츠
1406,2023-03-20,유동자산,20221231,48796748867.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1407,2023-03-20,비유동자산,20221231,24361776550.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1408,2023-03-20,자산총계,20221231,73158525417.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1409,2023-03-20,유동부채,20221231,21086467111.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1410,2023-03-20,비유동부채,20221231,19802379215.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1411,2023-03-20,부채총계,20221231,40888846326.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1412,2023-03-20,자본총계,20221231,32269679091.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1413,2023-03-20,유동자산,20211231,43957691016.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1414,2023-03-20,비유동자산,20211231,24115126641.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1415,2023-03-20,자산총계,20211231,68072817657.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1416,2023-03-20,유동부채,20211231,21603766934.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1417,2023-03-20,비유동부채,20211231,1280032954.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1418,2023-03-20,부채총계,20211231,22883799888.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1419,2023-03-20,자본총계,20211231,45189017769.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1420,2023-03-20,유동자산,20201231,17291163299.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1421,2023-03-20,비유동자산,20201231,10074644845.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1422,2023-03-20,자산총계,20201231,27365808144.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1423,2023-03-20,유동부채,20201231,5265044614.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1424,2023-03-20,비유동부채,20201231,2160725596.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1425,2023-03-20,부채총계,20201231,7425770210.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1426,2023-03-20,자본총계,20201231,19940037934.0,20230320000827.0,사업보고서 (2022.12),20230320.0,2023-03-20,12170.0,145437.0,아센디오
1427,2023-03-20,유동자산,20221231,163580974815.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1428,2023-03-20,비유동자산,20221231,61228729463.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1429,2023-03-20,자산총계,20221231,224809704278.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1430,2023-03-20,유동부채,20221231,171255785967.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1431,2023-03-20,비유동부채,20221231,14925090952.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1432,2023-03-20,부채총계,20221231,186180876919.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
1433,2023-03-20,자본총계,20221231,38628827359.0,20230320000908.0,사업보고서 (2022.12),20230320.0,2023-03-20,69640.0,357360.0,한세엠케이
